item_cd,item_nm,s_price,f_price,o_price,l_price,physical_qty,item_cl_stock,enc_company_description,enc_department_description,enc_size_description,enc_style_description,location,Department,Size,Style,Age,Style-3
111C6007201739,"ACCESSORIES,F",490,490,0,280,0,3,REVA,ACCESSORIES,FREE,PS SQRPATCH,,C6,007,2017,39,201
111C6007108539,"ACCESSORIES,F",100,100,0,65,0,12,REVA,ACCESSORIES,FREE,COIN PURSE,FLOOR,C6,007,1085,39,108
111C6007112239,"ACCESSORIES,F",90,90,0,65,0,18,REVA,ACCESSORIES,FREE,JWELLERY BOX,FLOOR,C6,007,1122,39,112
111C6007074939,"ACCESSORIES,F",100,100,0,65,0,19,REVA,ACCESSORIES,FREE,SAREE BAG BDR,FLOOR,C6,007,0749,39,074
111C6007204339,"ACCESSORIES,F",440,440,0,280,0,1,REVA,ACCESSORIES,FREE,GLASS BAG,FLOOR,C6,007,2043,39,204
111C6007525739,"ACCESSORIES,FREE",110,110,55,65,0,5,REVA,ACCESSORIES,FREE,MBL POUCH,FLOOR,C6,007,5257,39,525
111C6007221539,"ACCESSORIES,F",590,590,0,390,0,84,REVA,ACCESSORIES,FREE,HANDLE BAG,FLOOR,C6,007,2215,39,221
111C6007230539,"ACCESSORIES,F",440,440,0,280,0,38,REVA,ACCESSORIES,FREE,BOW BAG,FLOOR,C6,007,2305,39,230
111C6007447239,"ACCESSORIES,F",440,440,0,280,0,22,REVA,ACCESSORIES,FREE,DORI BAG,FLOOR,C6,007,4472,39,447
111C6007451339,"ACCESSORIES,F",690,690,0,450,0,1,REVA,ACCESSORIES,FREE,BRO BELTBAG,FLOOR,C6,007,4513,39,451
111C6007464539,"ACCESSORIES,F",350,350,0,250,0,1,REVA,ACCESSORIES,FREE,NECK POTALI,FLOOR,C6,007,4645,39,464
111C6007221839,"ACCESSORIES,FREE",490,490,55,280,0,29,REVA,ACCESSORIES,FREE,ROUND PATTI,FLOOR,C6,007,2218,39,221
111C6007437939,"ACCESSORIES,FREE",590,590,200,350,0,2,REVA,ACCESSORIES,FREE,COT QUILT BAG,FLOOR,C6,007,4379,39,437
111C6007433539,"ACCESSORIES,F",80,80,0,65,0,1,REVA,ACCESSORIES,FREE,HAIR BAND-FLAT,FLOOR,C6,007,4335,39,433
111C6007667139,"ACCESSORIES,F",90,90,0,65,0,13,REVA,ACCESSORIES,FREE,ANKLET 3MOTI,FLOOR,C6,007,6671,39,667
111C6007685339,"ACCESSORIES,FREE",290,290,100,190,0,9,REVA,ACCESSORIES,FREE,DAIRY DORI 23*16,FLOOR,C6,007,6853,39,685
111C6007624839,"ACCESSORIES,F",70,70,0,70,0,10,REVA,ACCESSORIES,FREE,ANKLET MOTI,FLOOR,C6,007,6248,39,624
111C6007612639,"ACCESSORIES,FREE",190,190,70,100,0,3,REVA,ACCESSORIES,FREE,DAIRY DORI 18*13,FLOOR,C6,007,6126,39,612
111C6007611339,"ACCESSORIES,FREE",210,210,80,150,0,2,REVA,ACCESSORIES,FREE,DAIRY BUTTON 18*13,FLOOR,C6,007,6113,39,611
111C6007821239,"ACCESSORIES,FREE",450,450,155,250,0,203,REVA,ACCESSORIES,FREE,AJRAKH UTILITY3PCSPOUCH,FLOOR,C6,007,8212,39,821
111C6007153L39,"ACCESSORIES,FREE",,250,55,55,0,2,REVA,ACCESSORIES,FREE,SQUARE POTLI MIX,FLOOR,C6,007,153L,39,153
111C6007153T39,"ACCESSORIES,FREE",,290,75,65,0,2,REVA,ACCESSORIES,FREE,SQUARE POTLI BOX,FLOOR,C6,007,153T,39,153
111D0003175124,"ANARKALI,XL",890,890,0,580,0,1,REVA,ANARKALI,XL,COT KEDSBR4PB,FLOOR,D0,003,1751,24,175
111C7001109TA3,"BLOUSE,M",0,850,850,0,0,1,REVA,BLOUSE,M,MAL DABUDOTS3PRIPLITS.IND,FLOOR,C7,001,109T,A3,109
111C7000109TA3,"BLOUSE,S",0,850,850,0,0,1,REVA,BLOUSE,S,MAL DABUDOTS3PRIPLITS.IND,FLOOR,C7,000,109T,A3,109
111A2002003685,"COT CHUDIDAR,L",0,550,0,0,0,3,REVA,COT CHUDIDAR,L,WHITE,FLOOR,A2,002,0036,85,003
111E2002385539,"COT PENT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.GR.BEIGE,FLOOR,E2,002,3855,39,385
111E2002003639,"COT PANT,L",790,790,790,520,0,9,REVA,COT PANT,L,WHITE,FLOOR,E2,002,0036,39,003
111E2002000039,"COT PANT,L",790,790,790,520,0,7,REVA,COT PANT,L,BLACK,FLOOR,E2,002,0000,39,000
111E2002004739,"COT PANT,L",790,790,790,520,0,7,REVA,COT PANT,L,OFF WHITE,FLOOR,E2,002,0047,39,004
111E2002453539,"COT PENT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.DA.BDG,FLOOR,E2,002,4535,39,453
111E2002385339,"COT PENT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.NAVY BLUE,FLOOR,E2,002,3853,39,385
111E2002440139,"COT PENT,L",790,790,0,580,0,2,REVA,COT PANT,L,COT PLAIN PANT.RUST,FLOOR,E2,002,4401,39,440
111E2002440339,"COT PENT,L",790,790,0,580,0,2,REVA,COT PANT,L,COT PLAIN PANT.LAWNGRN,FLOOR,E2,002,4403,39,440
111E2002403239,"COT PENT,L",790,790,0,580,0,-1,REVA,COT PANT,L,COT PLAIN PANT.BLACK,FLOOR,E2,002,4032,39,403
111E2002420739,"COT PENT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.PEACH,FLOOR,E2,002,4207,39,420
111E2002420439,"COT PENT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.LI.GRN,FLOOR,E2,002,4204,39,420
111E2002403039,"COT PENT,L",790,790,0,580,0,2,REVA,COT PANT,L,COT PLAIN PANT.RAMA GREEN,FLOOR,E2,002,4030,39,403
111E2002402739,"COT PENT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.LI.YELLOW,FLOOR,E2,002,4027,39,402
111E2002403139,"COT PENT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.INK BLUE,FLOOR,E2,002,4031,39,403
111E2002493239,"COT PENT,L",790,790,0,580,0,3,REVA,COT PANT,L,COT PLAIN PANT.PURPLE,FLOOR,E2,002,4932,39,493
111E2002493339,"COT PENT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.LI.RAMA GRN,FLOOR,E2,002,4933,39,493
111E2002594639,"COT PENT,L",790,790,0,580,0,5,REVA,COT PANT,L,COT PLAIN PANT.RANI,FLOOR,E2,002,5946,39,594
111E2002976939,"COT PANT,L",0,890,0,0,0,2,REVA,COT PANT,L,COT ROGANBUTTIPANT.MRN,FLOOR,E2,002,9769,39,976
111E2002977139,"COT PANT,L",0,890,0,0,0,1,REVA,COT PANT,L,COT ROGANBUTTIPANT.FO.GRN,FLOOR,E2,002,9771,39,977
111E2002926039,"COT PANT,L",990,990,0,690,0,1,REVA,COT PANT,L,COT EMBMID-LPANT.MRN,FLOOR,E2,002,9260,39,926
111E2002958939,"COT PANT,L",1450,1450,0,950,0,1,REVA,COT PANT,L,IKKAT MID-LPANT.PRPLE,FLOOR,E2,002,9589,39,958
111E2002924739,"COT PANT,L",790,790,0,580,0,1,REVA,COT PANT,L,COT PLAIN PANT.BEIGE,FLOOR,E2,002,9247,39,924
111E2002000I39,"COT PANT,L",790,790,0,0,0,2,REVA,COT PANT,L,COT PLAINSLIMFITPANT.DA.BEIGE,FLOOR,E2,002,000I,39,000
111E2002996139,"COT PANT,L",790,790,0,0,0,1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.AJR.GREEN,FLOOR,E2,002,9961,39,996
111E2002010Y39,"COT PANT,L",990,990,0,0,0,2,REVA,COT PANT,L,COT PLAINRAYONMID-L-PANT.WHITE,FLOOR,E2,002,010Y,39,010
111E2002010V39,"COT PANT,L",990,990,0,0,0,3,REVA,COT PANT,L,COT PLAINRAYONMID-L-PANT.BDG,FLOOR,E2,002,010V,39,010
111E2002010U39,"COT PANT,L",990,990,0,0,0,2,REVA,COT PANT,L,COT PLAINRAYONMID-L-PANT.GR.BDG,FLOOR,E2,002,010U,39,010
111E2002010T39,"COT PANT,L",0,990,0,0,0,1,REVA,COT PANT,L,COT PLAINRAYONMID-L-PANT.RUST,FLOOR,E2,002,010T,39,010
111E2002995539,"COT PANT,L",790,790,0,520,0,-1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.WHITE,FLOOR,E2,002,9955,39,995
111E2002995639,"COT PANT,L",0,790,0,0,0,-1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.OFF WHITE,FLOOR,E2,002,9956,39,995
111E2002994739,"COT PANT,L",0,1190,0,0,0,1,REVA,COT PANT,L,MAL DABUBLOCKSTRAIGHTPANT.YLW,FLOOR,E2,002,9947,39,994
111E2002995239,"COT PANT,L",790,790,0,0,0,3,REVA,COT PANT,L,COT PLAINSLIMFITPANT.BEIGE,FLOOR,E2,002,9952,39,995
111E2002000J39,"COT PANT,L",790,790,0,0,0,1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.BROWN,FLOOR,E2,002,000J,39,000
111E2002000L39,"COT PANT,L",0,790,0,0,0,1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.LI.YELLOW,FLOOR,E2,002,000L,39,000
111E2002996039,"COT PANT,L",790,790,0,0,0,5,REVA,COT PANT,L,COT PLAINSLIMFITPANT.RUST,FLOOR,E2,002,9960,39,996
111E2002000M39,,790,790,0,520,0,5,REVA,COT PANT,L,COT PLAINSLIMFITPANT.LW.GREEN,FLOOR,E2,002,000M,39,000
111E2002054E39,"COT PANT,L",790,790,0,0,0,2,REVA,COT PANT,L,COT PLAINSLIMFITPANT.PEACH,FLOOR,E2,002,054E,39,054
111E2002995839,"COT PANT,L",0,790,0,0,0,1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.RED,FLOOR,E2,002,9958,39,995
111E2002995339,"COT PANT,L",0,790,0,0,0,1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.SILVER GRAY,FLOOR,E2,002,9953,39,995
111E2002995939,"COT PANT,L",0,790,0,0,0,-1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.MST.YELLOW,FLOOR,E2,002,9959,39,995
111E2002065O39,"COT PANT,L",790,790,0,0,0,3,REVA,COT PANT,L,COT PLAINSLIMFITPANT.LIME,FLOOR,E2,002,065O,39,065
111E2002071K39,"COT PANT,L",0,790,0,0,0,1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.CREAM,FLOOR,E2,002,071K,39,071
111E2002008339,"COT PANT,L",0,790,790,0,0,2,REVA,COT PANT,L,BABY PINK,FLOOR,E2,002,0083,39,008
111E2002002539,"COT PANT,L",0,790,790,0,0,1,REVA,COT PANT,L,PINK,FLOOR,E2,002,0025,39,002
111E2002136239,"COT PANT,L",0,790,790,0,0,5,REVA,COT PANT,L,LI.YELLOW,FLOOR,E2,002,1362,39,136
111E2002002239,"COT PANT,L",790,790,790,790,0,4,REVA,COT PANT,L,MST.YELLOW,FLOOR,E2,002,0022,39,002
111E2002002339,"COT PANT,L",790,790,790,0,0,4,REVA,COT PANT,L,NAVY BLUE,FLOOR,E2,002,0023,39,002
111E2002176799,"COT PANT,L",790,790,790,790,0,2,REVA,COT PANT,L,LAWN GREEN,FLOOR,E2,002,1767,99,176
111E2002176739,"COT PANT,L",790,790,0,0,0,2,REVA,COT PANT,L,LAWN GREEN,FLOOR,E2,002,1767,39,176
111E2002059I39,"COT PANT,L",790,790,0,790,0,1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.MEH.GRN,FLOOR,E2,002,059I,39,059
111E2002064V39,"COT PANT,L",0,790,0,0,0,2,REVA,COT PANT,L,COT PLAINSLIMFITPANT.BABY PINK,FLOOR,E2,002,064V,39,064
111E2002064W39,"COT PANT,L",0,790,0,0,0,2,REVA,COT PANT,L,COT PLAINSLIMFITPANT.LI.PEACH,FLOOR,E2,002,064W,39,064
111E2002060N39,"COT PANT,L",0,790,0,0,0,1,REVA,COT PANT,L,COT PLAINSLIMFITPANT.GR.BDG1,FLOOR,E2,002,060N,39,060
111E2002008439,"COT PANT,L",790,790,790,0,0,6,REVA,COT PANT,L,SILVER GREY,FLOOR,E2,002,0084,39,008
111E2002003139,"COT PANT,L",790,790,790,0,0,3,REVA,COT PANT,L,RED,FLOOR,E2,002,0031,39,003
111E2002018K39,"COT PANT,L",0,790,790,0,0,3,REVA,COT PANT,L,AJRAKH BLUE,FLOOR,E2,002,018K,39,018
111E2002008039,"COT PANT,L",0,790,790,0,0,5,REVA,COT PANT,L,MEH.GREEN,FLOOR,E2,002,0080,39,008
111E2001400439,"COT PENT,M",790,790,0,580,0,3,REVA,COT PANT,M,TR COT PLAIN PENT.MOUVE,FLOOR,E2,001,4004,39,400
111E2001003639,"COT PANT,M",790,790,790,520,0,3,REVA,COT PANT,M,WHITE,FLOOR,E2,001,0036,39,003
111E2001000039,"COT PANT,M",790,790,790,520,0,7,REVA,COT PANT,M,BLACK,FLOOR,E2,001,0000,39,000
111E2001004739,"COT PANT,M",790,790,790,520,0,6,REVA,COT PANT,M,OFF WHITE,FLOOR,E2,001,0047,39,004
111E2001385539,"COT PENT,M",790,790,0,580,0,1,REVA,COT PANT,M,COT PLAIN PANT.GR.BEIGE,FLOOR,E2,001,3855,39,385
111E2001440139,"COT PENT,M",790,790,0,580,0,2,REVA,COT PANT,M,COT PLAIN PANT.RUST,FLOOR,E2,001,4401,39,440
111E2001403139,"COT PENT,M",790,790,0,580,0,2,REVA,COT PANT,M,COT PLAIN PANT.INK BLUE,FLOOR,E2,001,4031,39,403
111E2001420339,"COT PENT,M",790,790,0,580,0,6,REVA,COT PANT,M,COT PLAIN PANT.FO.GRN,FLOOR,E2,001,4203,39,420
111E2001420739,"COT PENT,M",790,790,0,580,0,2,REVA,COT PANT,M,COT PLAIN PANT.PEACH,FLOOR,E2,001,4207,39,420
111E2001420439,"COT PENT,M",790,790,0,580,0,1,REVA,COT PANT,M,COT PLAIN PANT.LI.GRN,FLOOR,E2,001,4204,39,420
111E2001977239,"COT PANT,M",0,890,0,0,0,1,REVA,COT PANT,M,COT ROGANBUTTIPANT.DA.PRPL,FLOOR,E2,001,9772,39,977
111E2001926039,"COT PANT,M",990,990,0,690,0,1,REVA,COT PANT,M,COT EMBMID-LPANT.MRN,FLOOR,E2,001,9260,39,926
111E2001948349,"COT PANT,M",990,990,0,690,0,-1,REVA,COT PANT,M,COT PLAINLINENMID-LPANT.LI.BDG,FLOOR,E2,001,9483,49,948
111E2001958939,"COT PANT,M",1450,1450,0,950,0,1,REVA,COT PANT,M,IKKAT MID-LPANT.PRPLE,FLOOR,E2,001,9589,39,958
111E2001000I39,"COT PANT,M",790,790,0,0,0,5,REVA,COT PANT,M,COT PLAINSLIMFITPANT.DA.BEIGE,FLOOR,E2,001,000I,39,000
111E2001010Y39,"COT PANT,M",990,990,0,0,0,1,REVA,COT PANT,M,COT PLAINRAYONMID-L-PANT.WHITE,FLOOR,E2,001,010Y,39,010
111E2001010V39,"COT PANT,M",0,990,0,0,0,2,REVA,COT PANT,M,COT PLAINRAYONMID-L-PANT.BDG,FLOOR,E2,001,010V,39,010
111E2001010U39,"COT PANT,M",990,990,0,0,0,1,REVA,COT PANT,M,COT PLAINRAYONMID-L-PANT.GR.BDG,FLOOR,E2,001,010U,39,010
111E2001010X39,"COT PANT,M",0,990,0,0,0,1,REVA,COT PANT,M,COT PLAINRAYONMID-L-PANT.NAVY,FLOOR,E2,001,010X,39,010
111E2001010W39,"COT PANT,M",0,990,0,0,0,2,REVA,COT PANT,M,COT PLAINRAYONMID-L-PANT.MAROON,FLOOR,E2,001,010W,39,010
111E2001010T39,"COT PANT,M",990,990,0,0,0,2,REVA,COT PANT,M,COT PLAINRAYONMID-L-PANT.RUST,FLOOR,E2,001,010T,39,010
111E2001995539,"COT PANT,M",790,790,0,520,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.WHITE,FLOOR,E2,001,9955,39,995
111E2001995239,"COT PANT,M",790,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.BEIGE,FLOOR,E2,001,9952,39,995
111E2001000J39,"COT PANT,M",0,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.BROWN,FLOOR,E2,001,000J,39,000
111E2001000L39,"COT PANT,M",790,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.LI.YELLOW,FLOOR,E2,001,000L,39,000
111E2001996239,"COT PANT,M",790,790,0,0,0,6,REVA,COT PANT,M,COT PLAINSLIMFITPANT.AJR.BLUE,FLOOR,E2,001,9962,39,996
111E2001000N39,"COT PANT,M",0,790,0,0,0,2,REVA,COT PANT,M,COT PLAINSLIMFITPANT.INK.BLUE,FLOOR,E2,001,000N,39,000
111E2001054Q39,"COT PANT,M",0,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.DEEP SEA GREEN,FLOOR,E2,001,054Q,39,054
111E2001995839,"COT PANT,M",790,790,0,0,0,2,REVA,COT PANT,M,COT PLAINSLIMFITPANT.RED,FLOOR,E2,001,9958,39,995
111E2001995939,"COT PANT,M",790,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.MST.YELLOW,FLOOR,E2,001,9959,39,995
111E2001041Z39,"COT PANT,M",0,990,0,0,0,2,REVA,COT PANT,M,COT PLAINRAYONMID-L-PANT.BLACK,FLOOR,E2,001,041Z,39,041
111E2001065O39,"COT PANT,M",0,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.LIME,FLOOR,E2,001,065O,39,065
111E2001008339,"COT PANT,M",790,790,790,0,0,3,REVA,COT PANT,M,BABY PINK,FLOOR,E2,001,0083,39,008
111E2001002539,"COT PANT,M",0,790,790,0,0,4,REVA,COT PANT,M,PINK,FLOOR,E2,001,0025,39,002
111E2001003839,"COT PANT,M",0,790,790,0,0,4,REVA,COT PANT,M,BROWN,FLOOR,E2,001,0038,39,003
111E2001136239,"COT PANT,M",790,790,790,0,0,4,REVA,COT PANT,M,LI.YELLOW,FLOOR,E2,001,1362,39,136
111E2001002339,"COT PANT,M",790,790,790,0,0,4,REVA,COT PANT,M,NAVY BLUE,FLOOR,E2,001,0023,39,002
111E2001176799,"COT PANT,M",790,790,790,790,0,1,REVA,COT PANT,M,LAWN GREEN,FLOOR,E2,001,1767,99,176
111E2001176739,"COT PANT,M",790,790,790,0,0,2,REVA,COT PANT,M,LAWN GREEN,FLOOR,E2,001,1767,39,176
111E2001064V39,"COT PANT,M",790,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.BABY PINK,FLOOR,E2,001,064V,39,064
111E2001064W39,"COT PANT,M",0,790,0,0,0,2,REVA,COT PANT,M,COT PLAINSLIMFITPANT.LI.PEACH,FLOOR,E2,001,064W,39,064
111E2001063W39,"COT PANT,M",790,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.LI.BLUE,FLOOR,E2,001,063W,39,063
111E2001065N39,"COT PANT,M",0,790,0,0,0,1,REVA,COT PANT,M,COT PLAINSLIMFITPANT.STONE GRAY,FLOOR,E2,001,065N,39,065
111E2001065L39,"COT PANT,M",0,790,0,0,0,2,REVA,COT PANT,M,COT PLAINSLIMFITPANT.BABY BLUE,FLOOR,E2,001,065L,39,065
111E2001007339,"COT PANT,M",790,790,790,0,0,5,REVA,COT PANT,M,BEIGE,FLOOR,E2,001,0073,39,007
111E2001006039,"COT PANT,M",790,790,790,0,0,1,REVA,COT PANT,M,MAROON,FLOOR,E2,001,0060,39,006
111E2001008439,"COT PANT,M",790,790,790,0,0,3,REVA,COT PANT,M,SILVER GREY,FLOOR,E2,001,0084,39,008
111E2001003139,"COT PANT,M",790,790,790,0,0,1,REVA,COT PANT,M,RED,FLOOR,E2,001,0031,39,003
111E2001117539,"COT PANT,M",0,790,790,0,0,2,REVA,COT PANT,M,INK BLUE,FLOOR,E2,001,1175,39,117
111E2001018K39,"COT PANT,M",790,790,790,0,0,5,REVA,COT PANT,M,AJRAKH BLUE,FLOOR,E2,001,018K,39,018
111E2001038L39,"COT PANT,M",790,790,790,0,0,4,REVA,COT PANT,M,PEACH,FLOOR,E2,001,038L,39,038
111E2000003639,"COT PANT,S",790,790,790,520,0,5,REVA,COT PANT,S,WHITE,FLOOR,E2,000,0036,39,003
111E2000000039,"COT PANT,S",790,790,790,520,0,13,REVA,COT PANT,S,BLACK,FLOOR,E2,000,0000,39,000
111E2000004739,"COT PANT,S",790,790,790,520,0,4,REVA,COT PANT,S,OFF WHITE,FLOOR,E2,000,0047,39,004
111E2000003239,"COT PANT,S",790,790,790,790,0,2,REVA,COT PANT,S,RUST,FLOOR,E2,000,0032,39,003
111E2000004839,"COT PANT,S",790,790,790,790,0,2,REVA,COT PANT,S,LI.PINK,FLOOR,E2,000,0048,39,004
111E2000006039,"COT PANT,S",790,790,790,580,0,2,REVA,COT PANT,S,MAROON,FLOOR,E2,000,0060,39,006
111E2000002239,"COT PANT,S",790,790,790,580,0,3,REVA,COT PANT,S,MST.YELLOW,FLOOR,E2,000,0022,39,002
111E2000453439,"COT PENT,S",790,790,0,580,0,1,REVA,COT PANT,S,COT PLAIN PANT.DA.NAVY,FLOOR,E2,000,4534,39,453
111E2000385539,"COT PENT,S",790,790,0,580,0,5,REVA,COT PANT,S,COT PLAIN PANT.GR.BEIGE,FLOOR,E2,000,3855,39,385
111E2000420839,"COT PENT,S",790,790,0,580,0,2,REVA,COT PANT,S,COT PLAIN PANT.DA.RANI,FLOOR,E2,000,4208,39,420
111E2000440339,"COT PENT,S",790,790,0,580,0,1,REVA,COT PANT,S,COT PLAIN PANT.LAWNGRN,FLOOR,E2,000,4403,39,440
111E2000402639,"COT PENT,S",790,790,0,580,0,2,REVA,COT PANT,S,COT PLAIN PANT.MST.YELLOW,FLOOR,E2,000,4026,39,402
111E2000402739,"COT PENT,S",790,790,0,580,0,1,REVA,COT PANT,S,COT PLAIN PANT.LI.YELLOW,FLOOR,E2,000,4027,39,402
111E2000402939,"COT PENT,S",790,790,0,580,0,2,REVA,COT PANT,S,COT PLAIN PANT.BROWN,FLOOR,E2,000,4029,39,402
111E2000404739,"COT PENT,S",790,790,0,580,0,2,REVA,COT PANT,S,COT PLAIN PANT.DA.PRPL,FLOOR,E2,000,4047,39,404
111E2000404839,"COT PENT,S",790,790,0,580,0,1,REVA,COT PANT,S,COT PLAIN PANT.MAROON,FLOOR,E2,000,4048,39,404
111E2000404939,"COT PENT,S",790,790,0,580,0,2,REVA,COT PANT,S,COT PLAIN PANT.MOUVE,FLOOR,E2,000,4049,39,404
111E2000420539,"COT PENT,S",790,790,0,580,0,2,REVA,COT PANT,S,COT PLAIN PANT.OLIVGRN,FLOOR,E2,000,4205,39,420
111E2000420739,"COT PENT,S",790,790,0,580,0,2,REVA,COT PANT,S,COT PLAIN PANT.PEACH,FLOOR,E2,000,4207,39,420
111E2000420339,"COT PENT,S",790,790,0,580,0,8,REVA,COT PANT,S,COT PLAIN PANT.FO.GRN,FLOOR,E2,000,4203,39,420
111E2000493339,"COT PENT,S",790,790,0,580,0,-1,REVA,COT PANT,S,COT PLAIN PANT.LI.RAMA GRN,FLOOR,E2,000,4933,39,493
111E2000493239,"COT PENT,S",790,790,0,580,0,2,REVA,COT PANT,S,COT PLAIN PANT.PURPLE,FLOOR,E2,000,4932,39,493
111E2000475349,"COT PANT,S",990,990,0,690,0,1,REVA,COT PANT,S,MAL VEGPRIPENT.BLUE,FLOOR,E2,000,4753,49,475
111E2000924739,"COT PANT,S",790,790,0,580,0,1,REVA,COT PANT,S,COT PLAIN PANT.BEIGE,FLOOR,E2,000,9247,39,924
111E2000000I39,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.DA.BEIGE,FLOOR,E2,000,000I,39,000
111E2000996139,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.AJR.GREEN,FLOOR,E2,000,9961,39,996
111E2000995539,"COT PANT,S",790,790,0,0,0,2,REVA,COT PANT,S,COT PLAINSLIMFITPANT.WHITE,FLOOR,E2,000,9955,39,995
111E2000995239,"COT PANT,S",790,790,0,0,0,3,REVA,COT PANT,S,COT PLAINSLIMFITPANT.BEIGE,FLOOR,E2,000,9952,39,995
111E2000000J39,"COT PANT,S",790,790,0,0,0,2,REVA,COT PANT,S,COT PLAINSLIMFITPANT.BROWN,FLOOR,E2,000,000J,39,000
111E2000000L39,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.LI.YELLOW,FLOOR,E2,000,000L,39,000
111E2000996339,"COT PANT,S",0,790,0,0,0,2,REVA,COT PANT,S,COT PLAINSLIMFITPANT.SEA GREEN,FLOOR,E2,000,9963,39,996
111E2000996039,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.RUST,FLOOR,E2,000,9960,39,996
111E2000996239,"COT PANT,S",0,790,0,0,0,2,REVA,COT PANT,S,COT PLAINSLIMFITPANT.AJR.BLUE,FLOOR,E2,000,9962,39,996
111E2000000N39,"COT PANT,S",0,790,0,0,0,3,REVA,COT PANT,S,COT PLAINSLIMFITPANT.INK.BLUE,FLOOR,E2,000,000N,39,000
111E2000000M39,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.LW.GREEN,FLOOR,E2,000,000M,39,000
111E2000995939,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.MST.YELLOW,FLOOR,E2,000,9959,39,995
111E2000995339,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.SILVER GRAY,FLOOR,E2,000,9953,39,995
111E2000995839,"COT PANT,S",0,790,0,0,0,2,REVA,COT PANT,S,COT PLAINSLIMFITPANT.RED,FLOOR,E2,000,9958,39,995
111E2000065O39,"COT PANT,S",790,790,0,0,0,2,REVA,COT PANT,S,COT PLAINSLIMFITPANT.LIME,FLOOR,E2,000,065O,39,065
111E2000008339,"COT PANT,S",790,790,790,0,0,4,REVA,COT PANT,S,BABY PINK,FLOOR,E2,000,0083,39,008
111E2000136239,"COT PANT,S",0,790,790,0,0,5,REVA,COT PANT,S,LI.YELLOW,FLOOR,E2,000,1362,39,136
111E2000064V39,"COT PANT,S",790,790,0,0,0,2,REVA,COT PANT,S,COT PLAINSLIMFITPANT.BABY PINK,FLOOR,E2,000,064V,39,064
111E2000064W39,"COT PANT,S",0,790,0,0,0,2,REVA,COT PANT,S,COT PLAINSLIMFITPANT.LI.PEACH,FLOOR,E2,000,064W,39,064
111E2000065N39,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.STONE GRAY,FLOOR,E2,000,065N,39,065
111E2000065L39,"COT PANT,S",0,790,0,0,0,1,REVA,COT PANT,S,COT PLAINSLIMFITPANT.BABY BLUE,FLOOR,E2,000,065L,39,065
111E2000008439,"COT PANT,S",790,790,790,0,0,2,REVA,COT PANT,S,SILVER GREY,FLOOR,E2,000,0084,39,008
111E2000003139,SEASONS MALL TO HO ( NEW BARCODE ),790,790,790,0,0,1,REVA,COT PANT,S,RED,FLOOR,E2,000,0031,39,003
111E2000018K39,"COT PANT,S",0,790,790,0,0,4,REVA,COT PANT,S,AJRAKH BLUE,FLOOR,E2,000,018K,39,018
111E2000038L39,"COT PANT,S",0,790,790,0,0,3,REVA,COT PANT,S,PEACH,FLOOR,E2,000,038L,39,038
