item_cd,item_nm,s_price,f_price,o_price,l_price,physical_qty,item_cl_stock,enc_company_description,enc_department_description,enc_size_description,enc_style_description,location,Department,Size,Style,Age,Style-3
111B6001082RA1,"SILK KURTA,M",0,2590,0,0,0,2,REVA,SILK KURTA,M,VISCOS DOUBLEDABUFLWRPRI.GRAY,FLOOR,B6,001,082R,A1,082
111B6001096AA1,"SILK KURTA,M",0,3250,3250,0,0,2,REVA,SILK KURTA,M,CSILK ZIGZAGSELFTEXTURE7PB.YLW,FLOOR,B6,001,096A,A1,096
111B6001092QA1,"SILK KURTA,M",0,5990,5990,0,0,1,REVA,SILK KURTA,M,GICHA TASARKHATTIKIEMBYOK.PRPL,FLOOR,B6,001,092Q,A1,092
111B6001093XA1,"SILK KURTA,M",0,3590,3590,0,0,1,REVA,SILK KURTA,M,CSILK ZARDOSIPATTIYOK.CREAM,FLOOR,B6,001,093X,A1,093
111B6001099DA2,"SILK KURTA,M",0,2190,2190,0,0,1,REVA,SILK KURTA,M,SSILK DISJALPLC4FB.NAVY,FLOOR,B6,001,099D,A2,099
111B6001099CA2,"SILK KURTA,M",0,2190,2190,0,0,1,REVA,SILK KURTA,M,SSILK DISJALPLC4FB.BRWN,FLOOR,B6,001,099C,A2,099
111B6001120DA4,HO TO ONLINE,0,3550,3550,0,0,1,REVA,SILK KURTA,M,CSILK KALAMKARIYOKGOTALACE.BLUE,FLOOR,B6,001,120D,A4,120
111B6001090PA3,"SILK KURTA,M",0,4290,4290,0,0,1,REVA,SILK KURTA,M,TUSER PLC3PATTIBUTTIPRI3FB.SEA GRN,FLOOR,B6,001,090P,A3,090
111B6001098UA3,"SILK KURTA,M",0,4290,4290,0,0,2,REVA,SILK KURTA,M,MUNGA DISBLOCKBIGFLWRBUTTA.BRWN,FLOOR,B6,001,098U,A3,098
111B6001091DA3,"SILK KURTA,M",0,3250,3250,0,0,2,REVA,SILK KURTA,M,CHAN GOTAPLC&SLVEMBYOK.PEACH,FLOOR,B6,001,091D,A3,091
111B6001095VA3,"SILK KURTA,M",0,4290,4290,0,0,1,REVA,SILK KURTA,M,MUNGA DISBLOCKYOKPLITS7FB.BLUE,FLOOR,B6,001,095V,A3,095
111B6001096SA3,"SILK KURTA,M",0,5990,5990,0,0,1,REVA,SILK KURTA,M,TUSER GICHATAREMBYOK1PB.ORANGE,FLOOR,B6,001,096S,A3,096
111B6001090ZA3,"SILK KURTA,M",0,3350,3350,0,0,2,REVA,SILK KURTA,M,CSILK TARFLWRBUTTIYOK.MRN,FLOOR,B6,001,090Z,A3,090
111B6001096TA3,"SILK KURTA,M",0,5990,5990,0,0,1,REVA,SILK KURTA,M,TUSER GICHAGOTAPATTIYOKHANDCLOSENK.YLW,FLOOR,B6,001,096T,A3,096
111B6001096UA3,"SILK KURTA,M",0,5990,5990,0,0,1,REVA,SILK KURTA,M,TUSER GICHAGOTAPATTIYOKHANDCLOSENK.RANI,FLOOR,B6,001,096U,A3,096
111B6001085CA3,"SILK KURTA,M",0,2790,2790,0,0,1,REVA,SILK KURTA,M,CHAN BUTTIPRI1PBDORINKTASSEL.RANI,FLOOR,B6,001,085C,A3,085
111B6001090YA3,"SILK KURTA,M",0,3350,3350,0,0,2,REVA,SILK KURTA,M,CSILK TARFLWRBUTTIYOK.YLW,FLOOR,B6,001,090Y,A3,090
111B6001104TA3,"SILK KURTA,M",0,5990,5990,0,0,1,REVA,SILK KURTA,M,TASAR GICHAZARDOSIYOK.GRN,FLOOR,B6,001,104T,A3,104
111B6001104UA3,"SILK KURTA,M",0,5990,5990,0,0,1,REVA,SILK KURTA,M,TASAR GICHAZARDOSIYOK.MRN,FLOOR,B6,001,104U,A3,104
111B6001089JA4,"SILK KURTA,M",0,5350,5350,0,0,2,REVA,SILK KURTA,M,SILK LINENCLAMP5PB.GRN,FLOOR,B6,001,089J,A4,089
111B6001104SA4,"SILK KURTA,M",0,4290,4290,0,0,2,REVA,SILK KURTA,M,CSILK KHATARIBADLANK4FB.MRN,FLOOR,B6,001,104S,A4,104
111B6001110TA4,"SILK KURTA,M",0,4290,4290,0,0,1,REVA,SILK KURTA,M,CSILK KHATARIBADLANCK4FB.BLCK,FLOOR,B6,001,110T,A4,110
111B6001090OA4,"SILK KURTA,M",0,4290,4290,0,0,1,REVA,SILK KURTA,M,MUNGA DISBLOCKPRIVNKYOK.ORNG,FLOOR,B6,001,090O,A4,090
111B6001083CA4,"SILK KURTA,M",0,3290,0,295,0,1,REVA,SILK KURTA,M,CSILK BADLAYOK5PB.YLW,FLOOR,B6,001,083C,A4,083
111B6001083DA4,"SILK KURTA,M",3290,3290,0,295,0,2,REVA,SILK KURTA,M,CSILK BADLAYOK5PB.BLK,FLOOR,B6,001,083D,A4,083
111B6001083EA4,"SILK KURTA,M",0,3290,295,295,0,1,REVA,SILK KURTA,M,CSILK BADLAYOK5PB.BDG,FLOOR,B6,001,083E,A4,083
111B6001096YA3,"SILK KURTA,M",0,1990,0,0,0,1,REVA,SILK KURTA,M,SSILK HINKSQRPRIYOKCLOSENK.BLUE,FLOOR,B6,001,096Y,A3,096
111B6001097AA3,"SILK KURTA,M",0,1990,0,0,0,1,REVA,SILK KURTA,M,SSILK HINKSQRPRIYOKCLOSENK.GRN,FLOOR,B6,001,097A,A3,097
111B6001098PA4,"SILK KURTA,M",0,2190,2190,0,0,2,REVA,SILK KURTA,M,SSILK HINKSILPLITSYOK4SB.PINK,FLOOR,B6,001,098P,A4,098
111B6001098QA4,"SILK KURTA,M",0,2190,2190,0,0,1,REVA,SILK KURTA,M,SSILK HINKSILPLITSYOK4SB.SEA GRN,FLOOR,B6,001,098Q,A4,098
111B6001089SA4,"SILK KURTA,M",0,5490,5490,0,0,2,REVA,SILK KURTA,M,TASAR MUNGACLAMPHICLOSENK.AJR.GRN,FLOOR,B6,001,089S,A4,089
111B6001089TA4,"SILK KURTA,M",0,5490,5490,0,0,2,REVA,SILK KURTA,M,TASAR MUNGACLAMPHICLOSENK.NAVY,FLOOR,B6,001,089T,A4,089
111B6001130RA5,HO TO ONLINE,0,4990,4990,0,0,1,REVA,SILK KURTA,M,CSILK TARBUTTIALLOVER.GRAY,FLOOR,B6,001,130R,A5,130
111B6001121MA6,"SILK KURTA,M",0,4290,4290,0,0,1,REVA,SILK KURTA,M,MUNGA DISPRILACETRIM13FB.MRN,FLOOR,B6,001,121M,A6,121
111B6001126GA7,"SILK KURTA,M",0,3250,0,3250,0,1,REVA,SILK KURTA,M,MGICHA BADLAYOK5FB.NAVY,FLOOR,B6,001,126G,A7,126
111B6001109EA6,HO TO ONLINE,0,2990,2990,0,0,1,REVA,SILK KURTA,M,MAHESHWARI TRIMHANDEMBYOK12FB.MST YLW,FLOOR,B6,001,109E,A6,109
111B6001109DA6,HO TO ONLINE,0,2990,2990,0,0,1,REVA,SILK KURTA,M,MAHESHWARI TRIMHANDEMBYOK12FB.RUST,FLOOR,B6,001,109D,A6,109
111B6001139BA7,"SILK KURTA,M",0,3890,3890,0,0,1,REVA,SILK KURTA,M,CHAN BHANDHEJSILHINK.BLUE,FLOOR,B6,001,139B,A7,139
111B6001124UA7,"SILK KURTA,M",0,1990,0,0,0,2,REVA,SILK KURTA,M,SSILK DISPRIHINK6SB.GRAY,FLOOR,B6,001,124U,A7,124
111B6001118CA5,"SILK KURTA,M",0,4690,4690,0,0,1,REVA,SILK KURTA,M,SILK SEQNCEWEAVENKSIL7FB.GRN,FLOOR,B6,001,118C,A5,118
111B6001118DA5,"SILK KURTA,M",0,4690,4690,0,0,1,REVA,SILK KURTA,M,SILK SEQNCEWEAVENKSIL7FB.ORNG,FLOOR,B6,001,118D,A5,118
111B6001129UA5,"SILK KURTA,M",0,5290,5290,0,0,1,REVA,SILK KURTA,M,TASAR AJRAKHTRIANGLEPRIHINK.GRAY,FLOOR,B6,001,129U,A5,129
111B6001115NA5,ONLINE NEW STOCK 01,0,3290,3290,0,0,2,REVA,SILK KURTA,M,CHAN MIRRORYOK4PB.GRAY,FLOOR,B6,001,115N,A5,115
111B6001115ZA6,ONLINE NEW STOCK 01,0,4650,4650,0,0,1,REVA,SILK KURTA,M,CHAN KHATPITTAWORKYOK.OFF WHT,FLOOR,B6,001,115Z,A6,115
111B6001097WA6,ONLINE NEW STOCK 01,0,2390,2390,0,0,1,REVA,SILK KURTA,M,CSILK HINKSTICHDETAIL.BLK,FLOOR,B6,001,097W,A6,097
111B6001097XA6,ONLINE NEW STOCK 01,0,2390,2390,0,0,1,REVA,SILK KURTA,M,CSILK HINKSTICHDETAIL.DA.BDG,FLOOR,B6,001,097X,A6,097
111B6001097YA6,ONLINE NEW STOCK 01,0,2390,2390,0,0,1,REVA,SILK KURTA,M,CSILK HINKSTICHDETAIL.AJR.BLUE,FLOOR,B6,001,097Y,A6,097
111B6001097ZA6,ONLINE NEW STOCK 01,0,2390,2390,0,0,1,REVA,SILK KURTA,M,CSILK HINKSTICHDETAIL.YLW,FLOOR,B6,001,097Z,A6,097
111B6001098AA6,ONLINE NEW STOCK 01,0,2390,2390,0,0,1,REVA,SILK KURTA,M,CSILK HINKSTICHDETAIL.HLDY YLW,FLOOR,B6,001,098A,A6,098
111B6001126LA6,"SILK KURTA,M",0,2190,0,0,0,1,REVA,SILK KURTA,M,SSILK HINKSILPLITSYOK4SB.BLUE,FLOOR,B6,001,126L,A6,126
111B6001098BA6,ONLINE NEW STOCK 01,0,2390,2390,0,0,1,REVA,SILK KURTA,M,CSILK HINKSTICHDETAIL.MEH.GRN,FLOOR,B6,001,098B,A6,098
111B6001115GA6,,0,4750,4750,0,0,2,REVA,SILK KURTA,M,CHAN KHATBADLAWORKYOK.6PB.GRAY,FLOOR,B6,001,115G,A6,115
111B6001115HA6,,0,4750,4750,0,0,2,REVA,SILK KURTA,M,CHAN KHATBADLAWORKYOK.6PB.GRN,FLOOR,B6,001,115H,A6,115
111B6001119XA6,,0,2190,2190,0,0,1,REVA,SILK KURTA,M,SSILK HINKSILPLITSYOK4SB.GRAY,FLOOR,B6,001,119X,A6,119
111B6001092ZA6,"SILK KURTA,M",0,3690,0,3690,0,2,REVA,SILK KURTA,M,CSILK 3CLREMBPATTIBUTTI1FB.MRN,FLOOR,B6,001,092Z,A6,092
111B6001135WA6,,0,2190,2190,0,0,2,REVA,SILK KURTA,M,SSILK HINKSILPLITSYOK4SB.BABY PINK,FLOOR,B6,001,135W,A6,135
111B6001124EA6,,0,4850,4850,0,0,1,REVA,SILK KURTA,M,CHAN KHATDANATIKIEMBYOK4FB.BDG,FLOOR,B6,001,124E,A6,124
111B6001130QA5,HO TO ONLINE,0,4990,4990,0,0,2,REVA,SILK KURTA,M,CSILK TARBUTTIALLOVER.PEACH,FLOOR,B6,001,130Q,A5,130
111B6001122WA8,"SILK KURTA,M",0,2990,0,2990,0,2,REVA,SILK KURTA,M,LINEN OVERDYEVNK.PRPL,FLOOR,B6,001,122W,A8,122
111B6001153IA8,"SILK KURTA,M",0,2990,0,2990,0,2,REVA,SILK KURTA,M,LINEN OVERDYEVNK.BRWN,FLOOR,B6,001,153I,A8,153
111B6001153KA8,"SILK KURTA,M",0,2990,0,2990,0,1,REVA,SILK KURTA,M,LINEN OVERDYEVNK.MOUVE,FLOOR,B6,001,153K,A8,153
111B6001137WA8,"SILK KURTA,M",0,1990,1990,0,0,2,REVA,SILK KURTA,M,SSILK SQRPRIPINTUKS1SB.YLW,FLOOR,B6,001,137W,A8,137
111B6001137XA8,"SILK KURTA,M",0,1990,1990,0,0,2,REVA,SILK KURTA,M,SSILK SQRPRIPINTUKS1SB.GRN,FLOOR,B6,001,137X,A8,137
111B6001137YA8,"SILK KURTA,M",0,1990,1990,0,0,2,REVA,SILK KURTA,M,SSILK SQRPRIPINTUKS1SB.PINK,FLOOR,B6,001,137Y,A8,137
111B6001137ZA8,"SILK KURTA,M",0,1990,1990,0,0,2,REVA,SILK KURTA,M,SSILK SQRPRIPINTUKS1SB.PEACH,FLOOR,B6,001,137Z,A8,137
111B6001154XA8,"SILK KURTA,M",0,2390,2390,0,0,2,REVA,SILK KURTA,M,CSILK THINBAGRUPRIHINK.BRWN,FLOOR,B6,001,154X,A8,154
111B6000224935,"SILK KURTA,S",1990,1990,0,1440,0,1,REVA,SILK KURTA,S,CTUSER PLITLEAVE.PNK,FLOOR,B6,000,2249,35,224
111B6000453160,"SILK KURTA,S",2290,2290,0,1690,0,-1,REVA,SILK KURTA,S,CHAN BAGRU.BRWN,FLOOR,B6,000,4531,60,453
111B6000599668,"SILK KURTA,S",3500,3500,0,2440,0,1,REVA,SILK KURTA,S,SILK BASICKALI5FB.NAVY,FLOOR,B6,000,5996,68,599
111B6000871080,"SILK KURTA,S",2250,2250,0,1650,0,-1,REVA,SILK KURTA,S,COTSILK CHECKZARISILPLCKALI.MOUVE,FLOOR,B6,000,8710,80,871
111B6000938283,"SILK KURTA,S",2550,2550,0,1850,0,-1,REVA,SILK KURTA,S,SILK ZARIHEMWEAVE.BLUE,FLOOR,B6,000,9382,83,938
111B6000923783,"SILK KURTA,S",1950,1950,0,1350,0,1,REVA,SILK KURTA,S,CHAN DISGOLDBUTI.NAVY,FLOOR,B6,000,9237,83,923
111B6000965285,"SILK KURTA,S",4250,4250,0,0,0,-1,REVA,SILK KURTA,S,MUNGA BACKHISILNK.DA.GRN,FLOOR,B6,000,9652,85,965
111B6000017D90,"SILK KURTA,S",0,2690,0,0,0,1,REVA,SILK KURTA,S,CHAN BUTTIPLCBDR5FP.GRN,FLOOR,B6,000,017D,90,017
111B6000025K92,"SILK KURTA,S",0,2950,0,0,0,1,REVA,SILK KURTA,S,CHAN BIGBUTTAPRI.GRN,FLOOR,B6,000,025K,92,025
111B6000025H92,"SILK KURTA,S",0,2650,0,0,0,1,REVA,SILK KURTA,S,CHAN KHADIBUTTA.WHITE,FLOOR,B6,000,025H,92,025
111B6000024O92,"SILK KURTA,S",0,1990,0,0,0,1,REVA,SILK KURTA,S,CSILK PLACKBASICUT.BLUE,FLOOR,B6,000,024O,92,024
111B6000023K92,"SILK KURTA,S",0,2490,0,0,0,2,REVA,SILK KURTA,S,VISCOS BAGRUDABUBASIC.INDIGO,FLOOR,B6,000,023K,92,023
111B6000041U94,"SILK KURTA,S",0,2890,0,0,0,1,REVA,SILK KURTA,S,CHAN KHADI&GOLDDYEBUTTI1GB.GRN,FLOOR,B6,000,041U,94,041
111B6000049L95,"SILK KURTA,S",0,2790,0,0,0,1,REVA,SILK KURTA,S,CHAN TAREMB1FB.ORNG,FLOOR,B6,000,049L,95,049
111B6000038P92,"SILK KURTA,S",0,3990,0,0,0,1,REVA,SILK KURTA,S,CHAN SHIBORIGEOALLOVER1SB.BLK,FLOOR,B6,000,038P,92,038
111B6000045C94,"SILK KURTA,S",0,2790,0,0,0,1,REVA,SILK KURTA,S,CSILK BNDPLACKETEMB4FB.RED,FLOOR,B6,000,045C,94,045
111B6000047H95,"SILK KURTA,S",0,2890,0,0,0,-1,REVA,SILK KURTA,S,CHAN HANDEMBARIYOKGOLDTRIM.MRN,FLOOR,B6,000,047H,95,047
111B6000066Y98,"SILK KURTA,S",0,1990,0,0,0,1,REVA,SILK KURTA,S,SSILK HINECKVCUT.PINK,FLOOR,B6,000,066Y,98,066
111B6000077QA0,"SILK KURTA,S",0,3990,0,0,0,1,REVA,SILK KURTA,S,CHAN SHIBORIGEOPRIVNK.RAMA,FLOOR,B6,000,077Q,A0,077
111B6000080DA0,"SILK KURTA,S",0,3990,0,0,0,2,REVA,SILK KURTA,S,CHAN SHIBORIPANELF&B1SB.NAVY,FLOOR,B6,000,080D,A0,080
111B6000080EA0,"SILK KURTA,S",0,3990,0,0,0,1,REVA,SILK KURTA,S,CHAN SHIBORIPANELF&B1SB.RUST,FLOOR,B6,000,080E,A0,080
111B6000077CA0,"SILK KURTA,S",0,3990,0,0,0,2,REVA,SILK KURTA,S,CHAN ZIGZAGLEAFSHIBORIPANEL.T.BLUE,FLOOR,B6,000,077C,A0,077
111B6000077DA0,"SILK KURTA,S",0,3990,0,0,0,1,REVA,SILK KURTA,S,CHAN ZIGZAGLEAFSHIBORIPANEL.MYLW,FLOOR,B6,000,077D,A0,077
111B6000081SA0,"SILK KURTA,S",0,2790,0,0,0,1,REVA,SILK KURTA,S,CHAN PLCMENTHEMZIG1SB.PEACH,FLOOR,B6,000,081S,A0,081
111B6000081RA0,"SILK KURTA,S",0,2790,0,0,0,1,REVA,SILK KURTA,S,CHAN PLCMENTHEMZIG1SB.LIME,FLOOR,B6,000,081R,A0,081
111B6000057H97,"SILK KURTA,S",0,4850,0,0,0,2,REVA,SILK KURTA,S,MUNGA DORIBUTTIALLOVER.DA.BDG,FLOOR,B6,000,057H,97,057
111B6000056C96,"SILK KURTA,S",0,3990,0,0,0,2,REVA,SILK KURTA,S,CHAN SHIBORIZIGZAG10PB.GRN,FLOOR,B6,000,056C,96,056
111B6000056B96,"SILK KURTA,S",0,3990,0,0,0,1,REVA,SILK KURTA,S,CHAN SHIBORIZIGZAG10PB.MRN,FLOOR,B6,000,056B,96,056
111B6000060Z97,"SILK KURTA,S",0,2490,0,0,0,1,REVA,SILK KURTA,S,LINEN PLAINVHINECK.YLW,FLOOR,B6,000,060Z,97,060
111B6000062J97,"SILK KURTA,S",0,2990,0,0,0,1,REVA,SILK KURTA,S,LINEN OVERDYE.ORNG,FLOOR,B6,000,062J,97,062
111B6000093WA1,"SILK KURTA,S",0,3590,0,0,0,1,REVA,SILK KURTA,S,CSILK ZARDOSIPATTIYOK.RANI,FLOOR,B6,000,093W,A1,093
111B6000100SA2,"SILK KURTA,S",0,2990,2990,0,0,1,REVA,SILK KURTA,S,LINEN OVERDYE.GRAY,FLOOR,B6,000,100S,A2,100
111B6000102DA2,"SILK KURTA,S",0,3290,3290,0,0,1,REVA,SILK KURTA,S,VISCOS GAJIAJRAKHINK1SB.AJR.GRN,FLOOR,B6,000,102D,A2,102
111B6000091CA2,"SILK KURTA,S",4290,4290,4290,0,0,2,REVA,SILK KURTA,S,CHAN HANDTAREMBLEAFYOK.GRN,FLOOR,B6,000,091C,A2,091
111B6000101ZA2,"SILK KURTA,S",0,5590,0,0,0,1,REVA,SILK KURTA,S,GICHA TAREMBYOKALLOVERTIKI.GRN,FLOOR,B6,000,101Z,A2,101
111B6000102AA2,"SILK KURTA,S",0,5590,0,0,0,1,REVA,SILK KURTA,S,GICHA TAREMBYOKALLOVERTIKI.RED,FLOOR,B6,000,102A,A2,102
111B6000056GA1,"SILK KURTA,S",0,2790,2790,140,0,2,REVA,SILK KURTA,S,CSILK SILEMBYOK.BLUE,FLOOR,B6,000,056G,A1,056
111B6000102BA2,"SILK KURTA,S",0,3250,3250,0,0,1,REVA,SILK KURTA,S,VISCOS GAJIDISBUTTAHEMZIGZAG.BRWN,FLOOR,B6,000,102B,A2,102
111B6000091EA2,"SILK KURTA,S",0,3250,3250,0,0,1,REVA,SILK KURTA,S,CHAN GOTANKSQUARBUTTIALLOVER.RANI,FLOOR,B6,000,091E,A2,091
111B6000073LA2,"SILK KURTA,S",0,2690,2690,0,0,1,REVA,SILK KURTA,S,SSILK DISBLOCKKALIDORINK.ORNG,FLOOR,B6,000,073L,A2,073
111B6000091FA2,"SILK KURTA,S",0,5990,5990,0,0,1,REVA,SILK KURTA,S,TUSER GICHATAREMBYOK1PB.BLUE,FLOOR,B6,000,091F,A2,091
111B6000073MA2,"SILK KURTA,S",0,2690,2690,0,0,1,REVA,SILK KURTA,S,SSILK DISBLOCKKALIDORINK.YLW,FLOOR,B6,000,073M,A2,073
111B6000097UA2,"SILK KURTA,S",0,3290,3290,0,0,1,REVA,SILK KURTA,S,CSILK F&BEMBDANAHINK9FB.T.BLUE,FLOOR,B6,000,097U,A2,097
111B6000092QA1,"SILK KURTA,S",0,5990,5990,0,0,1,REVA,SILK KURTA,S,GICHA TASARKHATTIKIEMBYOK.PRPL,FLOOR,B6,000,092Q,A1,092
111B6000081ZA0,"SILK KURTA,S",0,4990,0,0,0,2,REVA,SILK KURTA,S,CHAN MIRHANDEMBSLV&YOK.RANI,FLOOR,B6,000,081Z,A0,081
111B6000081YA0,"SILK KURTA,S",0,4990,0,0,0,2,REVA,SILK KURTA,S,CHAN MIRHANDEMBSLV&YOK.PRPL,FLOOR,B6,000,081Y,A0,081
111B6000094PA3,"SILK KURTA,S",0,3250,3250,0,0,2,REVA,SILK KURTA,S,CHAN GOTANKBUTTIALLOVER.BABY PINK,FLOOR,B6,000,094P,A3,094
111B6000087EA0,"SILK KURTA,S",0,2790,2790,0,0,1,REVA,SILK KURTA,S,CHAN OMBREBUTTIBLOCKCONTRIM.GRAY,FLOOR,B6,000,087E,A0,087
111B6000078KA0,"SILK KURTA,S",0,5890,0,0,0,1,REVA,SILK KURTA,S,GICHA MIRROREMBYOK.RED,FLOOR,B6,000,078K,A0,078
111B6000078LA0,"SILK KURTA,S",0,5890,0,0,0,1,REVA,SILK KURTA,S,GICHA MIRROREMBYOK.MEH.GRN,FLOOR,B6,000,078L,A0,078
111B6000088PA1,"SILK KURTA,S",0,3250,3250,0,0,1,REVA,SILK KURTA,S,CHAN DIS2CLRBUTTAVNK.MRN,FLOOR,B6,000,088P,A1,088
111B6000091MA1,"SILK KURTA,S",0,2490,2490,0,0,1,REVA,SILK KURTA,S,VISCOS DABUFLWRHINKDETAIL.IND,FLOOR,B6,000,091M,A1,091
111B6000082QA1,"SILK KURTA,S",0,2590,0,0,0,2,REVA,SILK KURTA,S,VISCOS DOUBLEDABUFLWRPRI.DA.GRN,FLOOR,B6,000,082Q,A1,082
111B6000082RA1,"SILK KURTA,S",0,2590,0,0,0,2,REVA,SILK KURTA,S,VISCOS DOUBLEDABUFLWRPRI.GRAY,FLOOR,B6,000,082R,A1,082
111B6000093XA1,"SILK KURTA,S",0,3590,3590,0,0,1,REVA,SILK KURTA,S,CSILK ZARDOSIPATTIYOK.CREAM,FLOOR,B6,000,093X,A1,093
111B6000099CA2,"SILK KURTA,S",0,2190,2190,0,0,1,REVA,SILK KURTA,S,SSILK DISJALPLC4FB.BRWN,FLOOR,B6,000,099C,A2,099
111B6000120DA4,HO TO ONLINE,0,3550,3550,0,0,1,REVA,SILK KURTA,S,CSILK KALAMKARIYOKGOTALACE.BLUE,FLOOR,B6,000,120D,A4,120
111B6000123BA5,"SILK KURTA,S",0,2690,2690,0,0,-1,REVA,SILK KURTA,S,LINEN VISCOSCONTEMBGEOALLOVER.BLUE,FLOOR,B6,000,123B,A5,123
111B6000098UA3,"SILK KURTA,S",0,4290,4290,0,0,2,REVA,SILK KURTA,S,MUNGA DISBLOCKBIGFLWRBUTTA.BRWN,FLOOR,B6,000,098U,A3,098
111B6000098VA3,"SILK KURTA,S",0,4290,4290,0,0,2,REVA,SILK KURTA,S,MUNGA DISBLOCKGEOPRIYOK5FB.ORNG,FLOOR,B6,000,098V,A3,098
111B6000091DA3,"SILK KURTA,S",0,3250,3250,0,0,2,REVA,SILK KURTA,S,CHAN GOTAPLC&SLVEMBYOK.PEACH,FLOOR,B6,000,091D,A3,091
111B6000096SA3,"SILK KURTA,S",0,5990,5990,0,0,1,REVA,SILK KURTA,S,TUSER GICHATAREMBYOK1PB.ORANGE,FLOOR,B6,000,096S,A3,096
111B6000090YA3,"SILK KURTA,S",0,3350,3350,0,0,1,REVA,SILK KURTA,S,CSILK TARFLWRBUTTIYOK.YLW,FLOOR,B6,000,090Y,A3,090
111B6000096TA3,"SILK KURTA,S",0,5990,5990,0,0,1,REVA,SILK KURTA,S,TUSER GICHAGOTAPATTIYOKHANDCLOSENK.YLW,FLOOR,B6,000,096T,A3,096
111B6000096UA3,"SILK KURTA,S",0,5990,5990,0,0,1,REVA,SILK KURTA,S,TUSER GICHAGOTAPATTIYOKHANDCLOSENK.RANI,FLOOR,B6,000,096U,A3,096
111B6000102GA3,"SILK KURTA,S",0,3350,3350,0,0,2,REVA,SILK KURTA,S,CHAN GOTAEMBPLCYOK.GRN,FLOOR,B6,000,102G,A3,102
111B6000089JA4,"SILK KURTA,S",0,5350,5350,0,0,1,REVA,SILK KURTA,S,SILK LINENCLAMP5PB.GRN,FLOOR,B6,000,089J,A4,089
111B6000104SA4,"SILK KURTA,S",0,4290,4290,0,0,2,REVA,SILK KURTA,S,CSILK KHATARIBADLANK4FB.MRN,FLOOR,B6,000,104S,A4,104
111B6000110TA4,"SILK KURTA,S",0,4290,4290,0,0,2,REVA,SILK KURTA,S,CSILK KHATARIBADLANCK4FB.BLCK,FLOOR,B6,000,110T,A4,110
111B6000090OA4,"SILK KURTA,S",0,4290,4290,0,0,1,REVA,SILK KURTA,S,MUNGA DISBLOCKPRIVNKYOK.ORNG,FLOOR,B6,000,090O,A4,090
111B6000083CA4,"SILK KURTA,S",0,3290,0,295,0,1,REVA,SILK KURTA,S,CSILK BADLAYOK5PB.YLW,FLOOR,B6,000,083C,A4,083
111B6000083DA4,"SILK KURTA,S",0,3290,0,295,0,1,REVA,SILK KURTA,S,CSILK BADLAYOK5PB.BLK,FLOOR,B6,000,083D,A4,083
111B6000097AA3,"SILK KURTA,S",0,1990,0,0,0,1,REVA,SILK KURTA,S,SSILK HINKSQRPRIYOKCLOSENK.GRN,FLOOR,B6,000,097A,A3,097
111B6000098PA4,"SILK KURTA,S",0,2190,2190,0,0,2,REVA,SILK KURTA,S,SSILK HINKSILPLITSYOK4SB.PINK,FLOOR,B6,000,098P,A4,098
111B6000089SA4,"SILK KURTA,S",0,5490,5490,0,0,1,REVA,SILK KURTA,S,TASAR MUNGACLAMPHICLOSENK.AJR.GRN,FLOOR,B6,000,089S,A4,089
111B6000140UA2,HO TO ONLINE,0,3250,3250,0,0,1,REVA,SILK KURTA,S,CHAN SELFZARIBUTI10FB.MINT GRN,FLOOR,B6,000,140U,A2,140
111B6000140VA2,HO TO ONLINE,0,3250,3250,0,0,1,REVA,SILK KURTA,S,CHAN SELFZARIBUTI10FB.PINK,FLOOR,B6,000,140V,A2,140
111B6000121MA6,"SILK KURTA,S",0,4290,4290,0,0,1,REVA,SILK KURTA,S,MUNGA DISPRILACETRIM13FB.MRN,FLOOR,B6,000,121M,A6,121
111B6000126FA7,"SILK KURTA,S",0,3250,0,3250,0,1,REVA,SILK KURTA,S,MGICHA BADLAYOK5FB.MINT GRN,FLOOR,B6,000,126F,A7,126
111B6000126GA7,"SILK KURTA,S",0,3250,0,3250,0,1,REVA,SILK KURTA,S,MGICHA BADLAYOK5FB.NAVY,FLOOR,B6,000,126G,A7,126
111B6000126HA7,"SILK KURTA,S",0,3250,0,3250,0,1,REVA,SILK KURTA,S,MGICHA BADLAYOK5FB.BRWN,FLOOR,B6,000,126H,A7,126
111B6000109DA6,HO TO ONLINE,0,2990,2990,0,0,1,REVA,SILK KURTA,S,MAHESHWARI TRIMHANDEMBYOK12FB.RUST,FLOOR,B6,000,109D,A6,109
111B6000139CA7,"SILK KURTA,S",0,3890,3890,0,0,1,REVA,SILK KURTA,S,CHAN BHANDHEJSILHINK.DA.GRAY,FLOOR,B6,000,139C,A7,139
111B6000124UA7,"SILK KURTA,S",0,1990,0,0,0,1,REVA,SILK KURTA,S,SSILK DISPRIHINK6SB.GRAY,FLOOR,B6,000,124U,A7,124
111B6000118CA5,"SILK KURTA,S",0,4690,4690,0,0,1,REVA,SILK KURTA,S,SILK SEQNCEWEAVENKSIL7FB.GRN,FLOOR,B6,000,118C,A5,118
111B6000118DA5,"SILK KURTA,S",0,4690,4690,0,0,1,REVA,SILK KURTA,S,SILK SEQNCEWEAVENKSIL7FB.ORNG,FLOOR,B6,000,118D,A5,118
111B6000115NA5,ONLINE NEW STOCK 01,0,3290,3290,0,0,2,REVA,SILK KURTA,S,CHAN MIRRORYOK4PB.GRAY,FLOOR,B6,000,115N,A5,115
